ST,CB,PB,GO,CA,Methodology,Rebal.
45,5,30,10,10,1-OFF,YES
45,5,30,10,10,DCA,NO
45,5,30,10,10,DCA,YES
45,5,30,5,15,1-OFF,NO
45,5,30,5,15,1-OFF,YES
45,5,30,5,15,DCA,NO
45,5,30,5,15,DCA,YES
45,5,30,0,20,1-OFF,NO
45,5,30,0,20,1-OFF,YES
45,5,30,0,20,DCA,NO
45,5,30,0,20,DCA,YES
45,5,25,25,0,1-OFF,NO
45,5,25,25,0,1-OFF,YES
45,5,25,25,0,DCA,NO
45,5,25,25,0,DCA,YES
45,5,25,20,5,1-OFF,NO
45,5,25,20,5,1-OFF,YES
45,5,25,20,5,DCA,NO
45,5,25,20,5,DCA,YES
45,5,25,15,10,1-OFF,NO
45,5,25,15,10,1-OFF,YES
45,5,25,15,10,DCA,NO
45,5,25,15,10,DCA,YES
45,5,25,10,15,1-OFF,NO
45,5,25,10,15,1-OFF,YES
45,5,25,10,15,DCA,NO
45,5,25,10,15,DCA,YES
45,5,25,5,20,1-OFF,NO
45,5,25,5,20,1-OFF,YES
45,5,25,5,20,DCA,NO
45,5,25,5,20,DCA,YES
45,5,25,0,25,1-OFF,NO
45,5,25,0,25,1-OFF,YES
45,5,25,0,25,DCA,NO
45,5,25,0,25,DCA,YES
45,5,20,30,0,1-OFF,NO
45,5,20,30,0,1-OFF,YES
45,5,20,30,0,DCA,NO
45,5,20,30,0,DCA,YES
45,5,20,25,5,1-OFF,NO
45,5,20,25,5,1-OFF,YES
45,5,20,25,5,DCA,NO
45,5,20,25,5,DCA,YES
45,5,20,20,10,1-OFF,NO
45,5,20,20,10,1-OFF,YES
45,5,20,20,10,DCA,NO
45,5,20,20,10,DCA,YES
45,5,20,15,15,1-OFF,NO
45,5,20,15,15,1-OFF,YES
45,5,20,15,15,DCA,NO
45,5,20,15,15,DCA,YES
45,5,20,10,20,1-OFF,NO
45,5,20,10,20,1-OFF,YES
45,5,20,10,20,DCA,NO
45,5,20,10,20,DCA,YES
45,5,20,5,25,1-OFF,NO
45,5,20,5,25,1-OFF,YES
45,5,20,5,25,DCA,NO
45,5,20,5,25,DCA,YES
45,5,20,0,30,1-OFF,NO
45,5,20,0,30,1-OFF,YES
45,5,20,0,30,DCA,NO
45,5,20,0,30,DCA,YES
45,5,15,35,0,1-OFF,NO
45,5,15,35,0,1-OFF,YES
45,5,15,35,0,DCA,NO
45,5,15,35,0,DCA,YES
45,5,15,30,5,1-OFF,NO
45,5,15,30,5,1-OFF,YES
45,5,15,30,5,DCA,NO
45,5,15,30,5,DCA,YES
45,5,15,25,10,1-OFF,NO
45,5,15,25,10,1-OFF,YES
45,5,15,25,10,DCA,NO
45,5,15,25,10,DCA,YES
45,5,15,20,15,1-OFF,NO
45,5,15,20,15,1-OFF,YES
45,5,15,20,15,DCA,NO
45,5,15,20,15,DCA,YES
45,5,15,15,20,1-OFF,NO
45,5,15,15,20,1-OFF,YES
45,5,15,15,20,DCA,NO
45,5,15,15,20,DCA,YES
45,5,15,10,25,1-OFF,NO
45,5,15,10,25,1-OFF,YES
45,5,15,10,25,DCA,NO
45,5,15,10,25,DCA,YES
45,5,15,5,30,1-OFF,NO
45,5,15,5,30,1-OFF,YES
45,5,15,5,30,DCA,NO
45,5,15,5,30,DCA,YES
45,5,15,0,35,1-OFF,NO
45,5,15,0,35,1-OFF,YES
45,5,15,0,35,DCA,NO
45,5,15,0,35,DCA,YES
45,5,10,40,0,1-OFF,NO
45,5,10,40,0,1-OFF,YES
45,5,10,40,0,DCA,NO
45,5,10,40,0,DCA,YES
45,5,10,35,5,1-OFF,NO
45,5,10,35,5,1-OFF,YES
45,5,10,35,5,DCA,NO
45,5,10,35,5,DCA,YES
45,5,10,30,10,1-OFF,NO
45,5,10,30,10,1-OFF,YES
45,5,10,30,10,DCA,NO
45,5,10,30,10,DCA,YES
45,5,10,25,15,1-OFF,NO
45,5,10,25,15,1-OFF,YES
45,5,10,25,15,DCA,NO
45,5,10,25,15,DCA,YES
45,5,10,20,20,1-OFF,NO
45,5,10,20,20,1-OFF,YES
45,5,10,20,20,DCA,NO
45,5,10,20,20,DCA,YES
45,5,10,15,25,1-OFF,NO
45,5,10,15,25,1-OFF,YES
45,5,10,15,25,DCA,NO
45,5,10,15,25,DCA,YES
45,5,10,10,30,1-OFF,NO
45,5,10,10,30,1-OFF,YES
45,5,10,10,30,DCA,NO
45,5,10,10,30,DCA,YES
45,5,10,5,35,1-OFF,NO
45,5,10,5,35,1-OFF,YES
45,5,10,5,35,DCA,NO
45,5,10,5,35,DCA,YES
45,5,10,0,40,1-OFF,NO
45,5,10,0,40,1-OFF,YES
45,5,10,0,40,DCA,NO
45,5,10,0,40,DCA,YES
45,5,5,45,0,1-OFF,NO
45,5,5,45,0,1-OFF,YES
45,5,5,45,0,DCA,NO
45,5,5,45,0,DCA,YES
45,5,5,40,5,1-OFF,NO
45,5,5,40,5,1-OFF,YES
45,5,5,40,5,DCA,NO
45,5,5,40,5,DCA,YES
45,5,5,35,10,1-OFF,NO
45,5,5,35,10,1-OFF,YES
45,5,5,35,10,DCA,NO
45,5,5,35,10,DCA,YES
45,5,5,30,15,1-OFF,NO
45,5,5,30,15,1-OFF,YES
45,5,5,30,15,DCA,NO
45,5,5,30,15,DCA,YES
45,5,5,25,20,1-OFF,NO
45,5,5,25,20,1-OFF,YES
45,5,5,25,20,DCA,NO
45,5,5,25,20,DCA,YES
45,5,5,20,25,1-OFF,NO
45,5,5,20,25,1-OFF,YES
45,5,5,20,25,DCA,NO
45,5,5,20,25,DCA,YES
45,5,5,15,30,1-OFF,NO
45,5,5,15,30,1-OFF,YES
45,5,5,15,30,DCA,NO
45,5,5,15,30,DCA,YES
45,5,5,10,35,1-OFF,NO
45,5,5,10,35,1-OFF,YES
45,5,5,10,35,DCA,NO
45,5,5,10,35,DCA,YES
45,5,5,5,40,1-OFF,NO
45,5,5,5,40,1-OFF,YES
45,5,5,5,40,DCA,NO
45,5,5,5,40,DCA,YES
45,5,5,0,45,1-OFF,NO
45,5,5,0,45,1-OFF,YES
45,5,5,0,45,DCA,NO
45,5,5,0,45,DCA,YES
45,5,0,50,0,1-OFF,NO
45,5,0,50,0,1-OFF,YES
45,5,0,50,0,DCA,NO
45,5,0,50,0,DCA,YES
45,5,0,45,5,1-OFF,NO
45,5,0,45,5,1-OFF,YES
45,5,0,45,5,DCA,NO
45,5,0,45,5,DCA,YES
45,5,0,40,10,1-OFF,NO
45,5,0,40,10,1-OFF,YES
45,5,0,40,10,DCA,NO
45,5,0,40,10,DCA,YES
45,5,0,35,15,1-OFF,NO
45,5,0,35,15,1-OFF,YES
45,5,0,35,15,DCA,NO
45,5,0,35,15,DCA,YES
45,5,0,30,20,1-OFF,NO
45,5,0,30,20,1-OFF,YES
45,5,0,30,20,DCA,NO
45,5,0,30,20,DCA,YES
45,5,0,25,25,1-OFF,NO
45,5,0,25,25,1-OFF,YES
45,5,0,25,25,DCA,NO
45,5,0,25,25,DCA,YES
45,5,0,20,30,1-OFF,NO
45,5,0,20,30,1-OFF,YES
45,5,0,20,30,DCA,NO
45,5,0,20,30,DCA,YES
45,5,0,15,35,1-OFF,NO
45,5,0,15,35,1-OFF,YES
45,5,0,15,35,DCA,NO
45,5,0,15,35,DCA,YES
45,5,0,10,40,1-OFF,NO
45,5,0,10,40,1-OFF,YES
45,5,0,10,40,DCA,NO
45,5,0,10,40,DCA,YES
45,5,0,5,45,1-OFF,NO
45,5,0,5,45,1-OFF,YES
45,5,0,5,45,DCA,NO
45,5,0,5,45,DCA,YES
45,5,0,0,50,1-OFF,NO
45,5,0,0,50,1-OFF,YES
45,5,0,0,50,DCA,NO
45,5,0,0,50,DCA,YES
45,0,55,0,0,1-OFF,NO
45,0,55,0,0,1-OFF,YES
45,0,55,0,0,DCA,NO
45,0,55,0,0,DCA,YES
45,0,50,5,0,1-OFF,NO
45,0,50,5,0,1-OFF,YES
45,0,50,5,0,DCA,NO
45,0,50,5,0,DCA,YES
45,0,50,0,5,1-OFF,NO
45,0,50,0,5,1-OFF,YES
45,0,50,0,5,DCA,NO
45,0,50,0,5,DCA,YES
45,0,45,10,0,1-OFF,NO
45,0,45,10,0,1-OFF,YES
45,0,45,10,0,DCA,NO
45,0,45,10,0,DCA,YES
45,0,45,5,5,1-OFF,NO
45,0,45,5,5,1-OFF,YES
45,0,45,5,5,DCA,NO
45,0,45,5,5,DCA,YES
45,0,45,0,10,1-OFF,NO
45,0,45,0,10,1-OFF,YES
45,0,45,0,10,DCA,NO
45,0,45,0,10,DCA,YES
45,0,40,15,0,1-OFF,NO
45,0,40,15,0,1-OFF,YES
45,0,40,15,0,DCA,NO
45,0,40,15,0,DCA,YES
45,0,40,10,5,1-OFF,NO
45,0,40,10,5,1-OFF,YES
45,0,40,10,5,DCA,NO
45,0,40,10,5,DCA,YES
45,0,40,5,10,1-OFF,NO
45,0,40,5,10,1-OFF,YES
45,0,40,5,10,DCA,NO
45,0,40,5,10,DCA,YES
45,0,40,0,15,1-OFF,NO
45,0,40,0,15,1-OFF,YES
45,0,40,0,15,DCA,NO
45,0,40,0,15,DCA,YES
45,0,35,20,0,1-OFF,NO
45,0,35,20,0,1-OFF,YES
45,0,35,20,0,DCA,NO
45,0,35,20,0,DCA,YES
45,0,35,15,5,1-OFF,NO
45,0,35,15,5,1-OFF,YES
45,0,35,15,5,DCA,NO
45,0,35,15,5,DCA,YES
45,0,35,10,10,1-OFF,NO
45,0,35,10,10,1-OFF,YES
45,0,35,10,10,DCA,NO
45,0,35,10,10,DCA,YES
45,0,35,5,15,1-OFF,NO
45,0,35,5,15,1-OFF,YES
45,0,35,5,15,DCA,NO
45,0,35,5,15,DCA,YES
45,0,35,0,20,1-OFF,NO
45,0,35,0,20,1-OFF,YES
45,0,35,0,20,DCA,NO
45,0,35,0,20,DCA,YES
45,0,30,25,0,1-OFF,NO
45,0,30,25,0,1-OFF,YES
45,0,30,25,0,DCA,NO
45,0,30,25,0,DCA,YES
45,0,30,20,5,1-OFF,NO
45,0,30,20,5,1-OFF,YES
45,0,30,20,5,DCA,NO
45,0,30,20,5,DCA,YES
45,0,30,15,10,1-OFF,NO
45,0,30,15,10,1-OFF,YES
45,0,30,15,10,DCA,NO
45,0,30,15,10,DCA,YES
45,0,30,10,15,1-OFF,NO
45,0,30,10,15,1-OFF,YES
45,0,30,10,15,DCA,NO
45,0,30,10,15,DCA,YES
45,0,30,5,20,1-OFF,NO
45,0,30,5,20,1-OFF,YES
45,0,30,5,20,DCA,NO
45,0,30,5,20,DCA,YES
45,0,30,0,25,1-OFF,NO
45,0,30,0,25,1-OFF,YES
45,0,30,0,25,DCA,NO
45,0,30,0,25,DCA,YES
45,0,25,30,0,1-OFF,NO
45,0,25,30,0,1-OFF,YES
45,0,25,30,0,DCA,NO
45,0,25,30,0,DCA,YES
45,0,25,25,5,1-OFF,NO
45,0,25,25,5,1-OFF,YES
45,0,25,25,5,DCA,NO
45,0,25,25,5,DCA,YES
45,0,25,20,10,1-OFF,NO
45,0,25,20,10,1-OFF,YES
45,0,25,20,10,DCA,NO
45,0,25,20,10,DCA,YES
45,0,25,15,15,1-OFF,NO
45,0,25,15,15,1-OFF,YES
45,0,25,15,15,DCA,NO
45,0,25,15,15,DCA,YES
45,0,25,10,20,1-OFF,NO
45,0,25,10,20,1-OFF,YES
45,0,25,10,20,DCA,NO
45,0,25,10,20,DCA,YES
45,0,25,5,25,1-OFF,NO
45,0,25,5,25,1-OFF,YES
45,0,25,5,25,DCA,NO
45,0,25,5,25,DCA,YES
45,0,25,0,30,1-OFF,NO
45,0,25,0,30,1-OFF,YES
45,0,25,0,30,DCA,NO
45,0,25,0,30,DCA,YES
45,0,20,35,0,1-OFF,NO
45,0,20,35,0,1-OFF,YES
45,0,20,35,0,DCA,NO
45,0,20,35,0,DCA,YES
45,0,20,30,5,1-OFF,NO
45,0,20,30,5,1-OFF,YES
45,0,20,30,5,DCA,NO
45,0,20,30,5,DCA,YES
45,0,20,25,10,1-OFF,NO
45,0,20,25,10,1-OFF,YES
45,0,20,25,10,DCA,NO
45,0,20,25,10,DCA,YES
45,0,20,20,15,1-OFF,NO
45,0,20,20,15,1-OFF,YES
45,0,20,20,15,DCA,NO
45,0,20,20,15,DCA,YES
45,0,20,15,20,1-OFF,NO
45,0,20,15,20,1-OFF,YES
45,0,20,15,20,DCA,NO
45,0,20,15,20,DCA,YES
45,0,20,10,25,1-OFF,NO
45,0,20,10,25,1-OFF,YES
45,0,20,10,25,DCA,NO
45,0,20,10,25,DCA,YES
45,0,20,5,30,1-OFF,NO
45,0,20,5,30,1-OFF,YES
45,0,20,5,30,DCA,NO
45,0,20,5,30,DCA,YES
45,0,20,0,35,1-OFF,NO
45,0,20,0,35,1-OFF,YES
45,0,20,0,35,DCA,NO
45,0,20,0,35,DCA,YES
45,0,15,40,0,1-OFF,NO
45,0,15,40,0,1-OFF,YES
45,0,15,40,0,DCA,NO
45,0,15,40,0,DCA,YES
45,0,15,35,5,1-OFF,NO
45,0,15,35,5,1-OFF,YES
45,0,15,35,5,DCA,NO
45,0,15,35,5,DCA,YES
45,0,15,30,10,1-OFF,NO
45,0,15,30,10,1-OFF,YES
45,0,15,30,10,DCA,NO
45,0,15,30,10,DCA,YES
45,0,15,25,15,1-OFF,NO
45,0,15,25,15,1-OFF,YES
45,0,15,25,15,DCA,NO
45,0,15,25,15,DCA,YES
45,0,15,20,20,1-OFF,NO
45,0,15,20,20,1-OFF,YES
45,0,15,20,20,DCA,NO
45,0,15,20,20,DCA,YES
45,0,15,15,25,1-OFF,NO
45,0,15,15,25,1-OFF,YES
45,0,15,15,25,DCA,NO
45,0,15,15,25,DCA,YES
45,0,15,10,30,1-OFF,NO
45,0,15,10,30,1-OFF,YES
45,0,15,10,30,DCA,NO
45,0,15,10,30,DCA,YES
45,0,15,5,35,1-OFF,NO
45,0,15,5,35,1-OFF,YES
45,0,15,5,35,DCA,NO
45,0,15,5,35,DCA,YES
45,0,15,0,40,1-OFF,NO
45,0,15,0,40,1-OFF,YES
45,0,15,0,40,DCA,NO
45,0,15,0,40,DCA,YES
45,0,10,45,0,1-OFF,NO
45,0,10,45,0,1-OFF,YES
45,0,10,45,0,DCA,NO
45,0,10,45,0,DCA,YES
45,0,10,40,5,1-OFF,NO
45,0,10,40,5,1-OFF,YES
45,0,10,40,5,DCA,NO
45,0,10,40,5,DCA,YES
45,0,10,35,10,1-OFF,NO
45,0,10,35,10,1-OFF,YES
45,0,10,35,10,DCA,NO
45,0,10,35,10,DCA,YES
45,0,10,30,15,1-OFF,NO
45,0,10,30,15,1-OFF,YES
45,0,10,30,15,DCA,NO
45,0,10,30,15,DCA,YES
45,0,10,25,20,1-OFF,NO
45,0,10,25,20,1-OFF,YES
45,0,10,25,20,DCA,NO
45,0,10,25,20,DCA,YES
45,0,10,20,25,1-OFF,NO
45,0,10,20,25,1-OFF,YES
45,0,10,20,25,DCA,NO
45,0,10,20,25,DCA,YES
45,0,10,15,30,1-OFF,NO
45,0,10,15,30,1-OFF,YES
45,0,10,15,30,DCA,NO
45,0,10,15,30,DCA,YES
45,0,10,10,35,1-OFF,NO
45,0,10,10,35,1-OFF,YES
45,0,10,10,35,DCA,NO
45,0,10,10,35,DCA,YES
45,0,10,5,40,1-OFF,NO
45,0,10,5,40,1-OFF,YES
45,0,10,5,40,DCA,NO
45,0,10,5,40,DCA,YES
45,0,10,0,45,1-OFF,NO
45,0,10,0,45,1-OFF,YES
45,0,10,0,45,DCA,NO
45,0,10,0,45,DCA,YES
45,0,5,50,0,1-OFF,NO
45,0,5,50,0,1-OFF,YES
45,0,5,50,0,DCA,NO
45,0,5,50,0,DCA,YES
45,0,5,45,5,1-OFF,NO
45,0,5,45,5,1-OFF,YES
45,0,5,45,5,DCA,NO
45,0,5,45,5,DCA,YES
45,0,5,40,10,1-OFF,NO
45,0,5,40,10,1-OFF,YES
45,0,5,40,10,DCA,NO
45,0,5,40,10,DCA,YES
45,0,5,35,15,1-OFF,NO
45,0,5,35,15,1-OFF,YES
45,0,5,35,15,DCA,NO
45,0,5,35,15,DCA,YES
45,0,5,30,20,1-OFF,NO
45,0,5,30,20,1-OFF,YES
45,0,5,30,20,DCA,NO
45,0,5,30,20,DCA,YES
45,0,5,25,25,1-OFF,NO
45,0,5,25,25,1-OFF,YES
45,0,5,25,25,DCA,NO
45,0,5,25,25,DCA,YES
45,0,5,20,30,1-OFF,NO
45,0,5,20,30,1-OFF,YES
45,0,5,20,30,DCA,NO
45,0,5,20,30,DCA,YES
45,0,5,15,35,1-OFF,NO
45,0,5,15,35,1-OFF,YES
45,0,5,15,35,DCA,NO
45,0,5,15,35,DCA,YES
45,0,5,10,40,1-OFF,NO
45,0,5,10,40,1-OFF,YES
45,0,5,10,40,DCA,NO
45,0,5,10,40,DCA,YES
45,0,5,5,45,1-OFF,NO
45,0,5,5,45,1-OFF,YES
45,0,5,5,45,DCA,NO
45,0,5,5,45,DCA,YES
45,0,5,0,50,1-OFF,NO
45,0,5,0,50,1-OFF,YES
45,0,5,0,50,DCA,NO
45,0,5,0,50,DCA,YES
45,0,0,55,0,1-OFF,NO
45,0,0,55,0,1-OFF,YES
45,0,0,55,0,DCA,NO
45,0,0,55,0,DCA,YES
45,0,0,50,5,1-OFF,NO
45,0,0,50,5,1-OFF,YES
45,0,0,50,5,DCA,NO
45,0,0,50,5,DCA,YES
45,0,0,45,10,1-OFF,NO
45,0,0,45,10,1-OFF,YES
45,0,0,45,10,DCA,NO
45,0,0,45,10,DCA,YES
45,0,0,40,15,1-OFF,NO
45,0,0,40,15,1-OFF,YES
45,0,0,40,15,DCA,NO
45,0,0,40,15,DCA,YES
45,0,0,35,20,1-OFF,NO
45,0,0,35,20,1-OFF,YES
45,0,0,35,20,DCA,NO
45,0,0,35,20,DCA,YES
45,0,0,30,25,1-OFF,NO
45,0,0,30,25,1-OFF,YES
45,0,0,30,25,DCA,NO
45,0,0,30,25,DCA,YES
45,0,0,25,30,1-OFF,NO
45,0,0,25,30,1-OFF,YES
45,0,0,25,30,DCA,NO
45,0,0,25,30,DCA,YES
45,0,0,20,35,1-OFF,NO
45,0,0,20,35,1-OFF,YES
45,0,0,20,35,DCA,NO
45,0,0,20,35,DCA,YES
45,0,0,15,40,1-OFF,NO
45,0,0,15,40,1-OFF,YES
45,0,0,15,40,DCA,NO
45,0,0,15,40,DCA,YES
45,0,0,10,45,1-OFF,NO
45,0,0,10,45,1-OFF,YES
45,0,0,10,45,DCA,NO
45,0,0,10,45,DCA,YES
45,0,0,5,50,1-OFF,NO
45,0,0,5,50,1-OFF,YES
45,0,0,5,50,DCA,NO
45,0,0,5,50,DCA,YES
45,0,0,0,55,1-OFF,NO
45,0,0,0,55,1-OFF,YES
45,0,0,0,55,DCA,NO
45,0,0,0,55,DCA,YES
40,60,0,0,0,1-OFF,NO
40,60,0,0,0,1-OFF,YES
40,60,0,0,0,DCA,NO
40,60,0,0,0,DCA,YES
40,55,5,0,0,1-OFF,NO
40,55,5,0,0,1-OFF,YES
40,55,5,0,0,DCA,NO
40,55,5,0,0,DCA,YES
40,55,0,5,0,1-OFF,NO
40,55,0,5,0,1-OFF,YES
40,55,0,5,0,DCA,NO
40,55,0,5,0,DCA,YES
40,55,0,0,5,1-OFF,NO
40,55,0,0,5,1-OFF,YES
40,55,0,0,5,DCA,NO
40,55,0,0,5,DCA,YES
40,50,10,0,0,1-OFF,NO
40,50,10,0,0,1-OFF,YES
40,50,10,0,0,DCA,NO
40,50,10,0,0,DCA,YES
40,50,5,5,0,1-OFF,NO
40,50,5,5,0,1-OFF,YES
40,50,5,5,0,DCA,NO
40,50,5,5,0,DCA,YES
40,50,5,0,5,1-OFF,NO
40,50,5,0,5,1-OFF,YES
40,50,5,0,5,DCA,NO
40,50,5,0,5,DCA,YES
40,50,0,10,0,1-OFF,NO
40,50,0,10,0,1-OFF,YES
40,50,0,10,0,DCA,NO
40,50,0,10,0,DCA,YES
40,50,0,5,5,1-OFF,NO
40,50,0,5,5,1-OFF,YES
40,50,0,5,5,DCA,NO
40,50,0,5,5,DCA,YES
40,50,0,0,10,1-OFF,NO
40,50,0,0,10,1-OFF,YES
40,50,0,0,10,DCA,NO
40,50,0,0,10,DCA,YES
40,45,15,0,0,1-OFF,NO
40,45,15,0,0,1-OFF,YES
40,45,15,0,0,DCA,NO
40,45,15,0,0,DCA,YES
40,45,10,5,0,1-OFF,NO
40,45,10,5,0,1-OFF,YES
40,45,10,5,0,DCA,NO
40,45,10,5,0,DCA,YES
40,45,10,0,5,1-OFF,NO
40,45,10,0,5,1-OFF,YES
40,45,10,0,5,DCA,NO
40,45,10,0,5,DCA,YES
40,45,5,10,0,1-OFF,NO
40,45,5,10,0,1-OFF,YES
40,45,5,10,0,DCA,NO
40,45,5,10,0,DCA,YES
40,45,5,5,5,1-OFF,NO
40,45,5,5,5,1-OFF,YES
40,45,5,5,5,DCA,NO
40,45,5,5,5,DCA,YES
40,45,5,0,10,1-OFF,NO
40,45,5,0,10,1-OFF,YES
40,45,5,0,10,DCA,NO
40,45,5,0,10,DCA,YES
40,45,0,15,0,1-OFF,NO
40,45,0,15,0,1-OFF,YES
40,45,0,15,0,DCA,NO
40,45,0,15,0,DCA,YES
40,45,0,10,5,1-OFF,NO
40,45,0,10,5,1-OFF,YES
40,45,0,10,5,DCA,NO
40,45,0,10,5,DCA,YES
40,45,0,5,10,1-OFF,NO
40,45,0,5,10,1-OFF,YES
40,45,0,5,10,DCA,NO
40,45,0,5,10,DCA,YES
40,45,0,0,15,1-OFF,NO
40,45,0,0,15,1-OFF,YES
40,45,0,0,15,DCA,NO
40,45,0,0,15,DCA,YES
40,40,20,0,0,1-OFF,NO
40,40,20,0,0,1-OFF,YES
40,40,20,0,0,DCA,NO
40,40,20,0,0,DCA,YES
40,40,15,5,0,1-OFF,NO
40,40,15,5,0,1-OFF,YES
40,40,15,5,0,DCA,NO
40,40,15,5,0,DCA,YES
40,40,15,0,5,1-OFF,NO
40,40,15,0,5,1-OFF,YES
40,40,15,0,5,DCA,NO
40,40,15,0,5,DCA,YES
40,40,10,10,0,1-OFF,NO
40,40,10,10,0,1-OFF,YES
40,40,10,10,0,DCA,NO
40,40,10,10,0,DCA,YES
40,40,10,5,5,1-OFF,NO
40,40,10,5,5,1-OFF,YES
40,40,10,5,5,DCA,NO
40,40,10,5,5,DCA,YES
40,40,10,0,10,1-OFF,NO
40,40,10,0,10,1-OFF,YES
40,40,10,0,10,DCA,NO
40,40,10,0,10,DCA,YES
40,40,5,15,0,1-OFF,NO
40,40,5,15,0,1-OFF,YES
40,40,5,15,0,DCA,NO
40,40,5,15,0,DCA,YES
40,40,5,10,5,1-OFF,NO
40,40,5,10,5,1-OFF,YES
40,40,5,10,5,DCA,NO
40,40,5,10,5,DCA,YES
40,40,5,5,10,1-OFF,NO
40,40,5,5,10,1-OFF,YES
40,40,5,5,10,DCA,NO
40,40,5,5,10,DCA,YES
40,40,5,0,15,1-OFF,NO
40,40,5,0,15,1-OFF,YES
40,40,5,0,15,DCA,NO
40,40,5,0,15,DCA,YES
40,40,0,20,0,1-OFF,NO
40,40,0,20,0,1-OFF,YES
40,40,0,20,0,DCA,NO
40,40,0,20,0,DCA,YES
40,40,0,15,5,1-OFF,NO
40,40,0,15,5,1-OFF,YES
40,40,0,15,5,DCA,NO
40,40,0,15,5,DCA,YES
40,40,0,10,10,1-OFF,NO
40,40,0,10,10,1-OFF,YES
40,40,0,10,10,DCA,NO
40,40,0,10,10,DCA,YES
40,40,0,5,15,1-OFF,NO
40,40,0,5,15,1-OFF,YES
40,40,0,5,15,DCA,NO
40,40,0,5,15,DCA,YES
40,40,0,0,20,1-OFF,NO
40,40,0,0,20,1-OFF,YES
40,40,0,0,20,DCA,NO
40,40,0,0,20,DCA,YES
40,35,25,0,0,1-OFF,NO
40,35,25,0,0,1-OFF,YES
40,35,25,0,0,DCA,NO
40,35,25,0,0,DCA,YES
40,35,20,5,0,1-OFF,NO
40,35,20,5,0,1-OFF,YES
40,35,20,5,0,DCA,NO
40,35,20,5,0,DCA,YES
40,35,20,0,5,1-OFF,NO
40,35,20,0,5,1-OFF,YES
40,35,20,0,5,DCA,NO
40,35,20,0,5,DCA,YES
40,35,15,10,0,1-OFF,NO
40,35,15,10,0,1-OFF,YES
40,35,15,10,0,DCA,NO
40,35,15,10,0,DCA,YES
40,35,15,5,5,1-OFF,NO
40,35,15,5,5,1-OFF,YES
40,35,15,5,5,DCA,NO
40,35,15,5,5,DCA,YES
40,35,15,0,10,1-OFF,NO
40,35,15,0,10,1-OFF,YES
40,35,15,0,10,DCA,NO
40,35,15,0,10,DCA,YES
40,35,10,15,0,1-OFF,NO
40,35,10,15,0,1-OFF,YES
40,35,10,15,0,DCA,NO
40,35,10,15,0,DCA,YES
40,35,10,10,5,1-OFF,NO
40,35,10,10,5,1-OFF,YES
40,35,10,10,5,DCA,NO
40,35,10,10,5,DCA,YES
40,35,10,5,10,1-OFF,NO
40,35,10,5,10,1-OFF,YES
40,35,10,5,10,DCA,NO
40,35,10,5,10,DCA,YES
40,35,10,0,15,1-OFF,NO
40,35,10,0,15,1-OFF,YES
40,35,10,0,15,DCA,NO
40,35,10,0,15,DCA,YES
40,35,5,20,0,1-OFF,NO
40,35,5,20,0,1-OFF,YES
40,35,5,20,0,DCA,NO
40,35,5,20,0,DCA,YES
40,35,5,15,5,1-OFF,NO
40,35,5,15,5,1-OFF,YES
40,35,5,15,5,DCA,NO
40,35,5,15,5,DCA,YES
40,35,5,10,10,1-OFF,NO
40,35,5,10,10,1-OFF,YES
40,35,5,10,10,DCA,NO
40,35,5,10,10,DCA,YES
40,35,5,5,15,1-OFF,NO
40,35,5,5,15,1-OFF,YES
40,35,5,5,15,DCA,NO
40,35,5,5,15,DCA,YES
40,35,5,0,20,1-OFF,NO
40,35,5,0,20,1-OFF,YES
40,35,5,0,20,DCA,NO
40,35,5,0,20,DCA,YES
40,35,0,25,0,1-OFF,NO
40,35,0,25,0,1-OFF,YES
40,35,0,25,0,DCA,NO
40,35,0,25,0,DCA,YES
40,35,0,20,5,1-OFF,NO
40,35,0,20,5,1-OFF,YES
40,35,0,20,5,DCA,NO
40,35,0,20,5,DCA,YES
40,35,0,15,10,1-OFF,NO
40,35,0,15,10,1-OFF,YES
40,35,0,15,10,DCA,NO
40,35,0,15,10,DCA,YES
40,35,0,10,15,1-OFF,NO
40,35,0,10,15,1-OFF,YES
40,35,0,10,15,DCA,NO
40,35,0,10,15,DCA,YES
40,35,0,5,20,1-OFF,NO
40,35,0,5,20,1-OFF,YES
40,35,0,5,20,DCA,NO
40,35,0,5,20,DCA,YES
40,35,0,0,25,1-OFF,NO
40,35,0,0,25,1-OFF,YES
40,35,0,0,25,DCA,NO
40,35,0,0,25,DCA,YES
40,30,30,0,0,1-OFF,NO
40,30,30,0,0,1-OFF,YES
40,30,30,0,0,DCA,NO
40,30,30,0,0,DCA,YES
40,30,25,5,0,1-OFF,NO
40,30,25,5,0,1-OFF,YES
40,30,25,5,0,DCA,NO
40,30,25,5,0,DCA,YES
40,30,25,0,5,1-OFF,NO
40,30,25,0,5,1-OFF,YES
40,30,25,0,5,DCA,NO
40,30,25,0,5,DCA,YES
40,30,20,10,0,1-OFF,NO
40,30,20,10,0,1-OFF,YES
40,30,20,10,0,DCA,NO
40,30,20,10,0,DCA,YES
40,30,20,5,5,1-OFF,NO
40,30,20,5,5,1-OFF,YES
40,30,20,5,5,DCA,NO
40,30,20,5,5,DCA,YES
40,30,20,0,10,1-OFF,NO
40,30,20,0,10,1-OFF,YES
40,30,20,0,10,DCA,NO
40,30,20,0,10,DCA,YES
40,30,15,15,0,1-OFF,NO
